Customer ID	Birth Date	Gender	Item Purchased	Category	Purchase Amount (USD)	Location	Size	Color	Season	Review Rating	Subscription Status	Payment Method	Shipping Type	Discount Applied	Promo Code Used	Previous Purchases	Preferred Payment Method	Frequency of Purchases
919	1959/12/29	Male	Shorts	Clothing	42	North Carolina	M	Orange	Spring	4.3	Yes	Cash	2-Day Shipping	Yes	Yes	11	Cash	Fortnightly
920	1983/08/01	Male	Shirt	Clothing	82	Massachusetts	L	Green	Winter	2.6	Yes	PayPal	2-Day Shipping	Yes	Yes	17	Debit Card	Bi-Weekly
921	1987/04/08	Male	Belt	Accessories	81	Arkansas	XL	Gold	Summer	4.3	Yes	Credit Card	Free Shipping	Yes	Yes	37	Cash	Weekly
922	1954/10/07	Male	Coat	Outerwear	24	South Dakota	L	Silver	Summer	4.1	Yes	Venmo	Express	Yes	Yes	18	PayPal	Weekly
923	1961/03/13	Male	Sneakers	Footwear	60	Georgia	M	Cyan	Fall	4.2	Yes	Venmo	Standard	Yes	Yes	13	Credit Card	Monthly
924	1969/04/07	Male	Shirt	Clothing	24	Arkansas	M	Silver	Spring	4.2	Yes	PayPal	2-Day Shipping	Yes	Yes	7	PayPal	Weekly
925	1972/08/31	Male	Socks	Clothing	78	Kansas	XL	Beige	Winter	3.1	Yes	Credit Card	Standard	Yes	Yes	37	Cash	Quarterly
926	2002/02/11	Male	Jeans	Clothing	88	Arizona	L	Teal	Winter	4.9	Yes	Credit Card	Express	Yes	Yes	8	Cash	Monthly
927	1970/09/15	Male	Jeans	Clothing	63	Massachusetts	XL	Green	Spring	4.4	Yes	PayPal	Express	Yes	Yes	11	Cash	Bi-Weekly
928	1996/10/22	Male	Sneakers	Footwear	78	New Mexico	L	Black	Summer	4.4	Yes	Bank Transfer	Standard	Yes	Yes	8	Venmo	Bi-Weekly
929	1957/12/14	Male	Dress	Clothing	37	Arkansas	XL	Yellow	Winter	3.4	Yes	Bank Transfer	Store Pickup	Yes	Yes	31	Cash	Every 3 Months
930	1965/01/27	Male	Boots	Footwear	94	Nebraska	M	White	Fall	4.5	Yes	Venmo	2-Day Shipping	Yes	Yes	26	Debit Card	Fortnightly
931	1998/07/03	Male	T-shirt	Clothing	78	Hawaii	L	Green	Fall	4.5	Yes	Credit Card	Store Pickup	Yes	Yes	20	Credit Card	Bi-Weekly
932	2000/12/20	Male	Coat	Outerwear	36	Nebraska	M	Silver	Winter	4.1	Yes	Cash	Standard	Yes	Yes	24	Bank Transfer	Fortnightly
933	1962/12/27	Male	Skirt	Clothing	24	Indiana	L	Blue	Winter	3.2	Yes	Venmo	Standard	Yes	Yes	45	Debit Card	Bi-Weekly
934	1954/05/02	Male	Sneakers	Footwear	84	Colorado	M	Magenta	Spring	2.7	Yes	Debit Card	Store Pickup	Yes	Yes	33	Debit Card	Monthly
935	1979/11/08	Male	Jeans	Clothing	47	Oregon	S	Yellow	Spring	3.7	Yes	Bank Transfer	Express	Yes	Yes	21	Bank Transfer	Monthly
936	1966/06/09	Male	Hoodie	Clothing	51	Ohio	L	White	Fall	2.6	Yes	Credit Card	Store Pickup	Yes	Yes	2	Bank Transfer	Fortnightly
937	1993/01/21	Male	Shoes	Footwear	84	Maine	M	Pink	Summer	2.7	Yes	Debit Card	Free Shipping	Yes	Yes	28	Cash	Weekly
938	1992/09/19	Male	Shorts	Clothing	24	Iowa	M	Magenta	Summer	2.7	Yes	Debit Card	Express	Yes	Yes	18	Venmo	Quarterly
939	1988/01/26	Male	Blouse	Clothing	97	Wisconsin	S	Teal	Fall	4.8	Yes	Bank Transfer	Free Shipping	Yes	Yes	21	Debit Card	Fortnightly
940	1999/01/16	Male	T-shirt	Clothing	89	New York	L	Indigo	Winter	4.8	Yes	Venmo	Next Day Air	Yes	Yes	24	Credit Card	Monthly
941	1976/11/22	Male	Belt	Accessories	44	Colorado	S	Maroon	Spring	2.6	Yes	PayPal	Store Pickup	Yes	Yes	15	PayPal	Every 3 Months
942	1985/06/22	Male	Handbag	Accessories	35	Illinois	L	Black	Winter	4.5	Yes	Bank Transfer	2-Day Shipping	Yes	Yes	38	PayPal	Every 3 Months
943	1998/09/24	Male	Dress	Clothing	91	Arizona	M	Cyan	Winter	3.2	Yes	Cash	Express	Yes	Yes	38	PayPal	Bi-Weekly
944	1992/05/05	Male	Hat	Accessories	63	Oklahoma	L	Cyan	Winter	3.8	Yes	PayPal	Next Day Air	Yes	Yes	13	Venmo	Fortnightly
945	1970/09/06	Male	Belt	Accessories	97	Indiana	S	Gray	Spring	4.8	Yes	Debit Card	Express	Yes	Yes	39	Cash	Bi-Weekly
946	1986/09/08	Male	Boots	Footwear	38	Minnesota	M	Violet	Summer	4.1	Yes	Debit Card	Store Pickup	Yes	Yes	8	Venmo	Every 3 Months
947	1978/06/30	Male	Coat	Outerwear	24	Pennsylvania	XL	Blue	Spring	2.8	Yes	PayPal	Next Day Air	Yes	Yes	4	PayPal	Quarterly
948	1967/01/21	Male	Blouse	Clothing	32	Indiana	M	Charcoal	Winter	3.9	Yes	Cash	Store Pickup	Yes	Yes	6	Cash	Every 3 Months
949	1975/07/30	Male	Hat	Accessories	90	Alabama	L	Olive	Summer	4.9	Yes	Venmo	Express	Yes	Yes	11	Venmo	Every 3 Months
950	1991/04/01	Male	Jeans	Clothing	36	Montana	M	Olive	Summer	3.4	Yes	Cash	Standard	Yes	Yes	49	Venmo	Monthly
951	1970/09/11	Male	Backpack	Accessories	37	New Mexico	XL	Turquoise	Winter	4.1	Yes	Cash	Free Shipping	Yes	Yes	30	PayPal	Quarterly
952	1977/03/19	Male	Dress	Clothing	51	Alaska	M	Cyan	Summer	2.9	Yes	Venmo	Express	Yes	Yes	34	Bank Transfer	Monthly
953	1988/01/22	Male	Hat	Accessories	71	Idaho	S	Red	Fall	3.1	Yes	Bank Transfer	2-Day Shipping	Yes	Yes	28	PayPal	Monthly
954	1956/04/16	Male	Sunglasses	Accessories	50	Utah	S	Cyan	Spring	3.6	Yes	Credit Card	2-Day Shipping	Yes	Yes	36	Venmo	Quarterly
955	1964/12/08	Male	Hat	Accessories	74	Louisiana	S	Turquoise	Fall	3.5	Yes	Venmo	Standard	Yes	Yes	18	Credit Card	Every 3 Months
956	1969/09/26	Male	Dress	Clothing	75	Mississippi	L	Lavender	Summer	3.4	Yes	Venmo	Free Shipping	Yes	Yes	4	PayPal	Monthly
957	1995/07/24	Male	Shirt	Clothing	99	Mississippi	XL	Cyan	Spring	2.9	Yes	Venmo	2-Day Shipping	Yes	Yes	42	Debit Card	Quarterly
958	1986/02/06	Male	Scarf	Accessories	23	Indiana	XL	Violet	Spring	4.7	Yes	Bank Transfer	Store Pickup	Yes	Yes	11	Cash	Quarterly
959	1954/06/28	Male	Sneakers	Footwear	53	Washington	XL	Beige	Winter	4.4	Yes	Cash	Free Shipping	Yes	Yes	31	Credit Card	Bi-Weekly
960	1988/07/07	Male	Skirt	Clothing	99	Nevada	M	Cyan	Spring	2.6	Yes	Cash	Standard	Yes	Yes	12	Cash	Fortnightly
961	2006/11/06	Male	Jewelry	Accessories	48	Louisiana	XL	Indigo	Spring	4.4	Yes	Debit Card	Standard	Yes	Yes	20	Venmo	Quarterly
962	1962/04/22	Male	Boots	Footwear	72	Pennsylvania	L	Olive	Fall	3.7	Yes	Venmo	Next Day Air	Yes	Yes	37	Debit Card	Quarterly
963	1995/07/30	Male	Sunglasses	Accessories	64	Michigan	L	Green	Spring	4.4	Yes	Cash	Standard	Yes	Yes	26	Debit Card	Fortnightly
964	2003/07/30	Male	Boots	Footwear	63	South Carolina	L	Green	Spring	2.5	Yes	Cash	2-Day Shipping	Yes	Yes	14	Credit Card	Weekly
965	1982/03/27	Male	Sandals	Footwear	51	Arizona	M	Beige	Spring	2.6	Yes	Bank Transfer	Next Day Air	Yes	Yes	12	Venmo	Bi-Weekly
966	1981/04/24	Male	Boots	Footwear	55	Delaware	L	Black	Spring	5.0	Yes	Debit Card	Store Pickup	Yes	Yes	10	Credit Card	Annually
967	1966/05/25	Male	Dress	Clothing	55	Kentucky	M	Brown	Spring	4.9	Yes	Cash	Express	Yes	Yes	19	Cash	Annually
968	1997/02/10	Male	Hoodie	Clothing	26	Georgia	S	Silver	Summer	3.7	Yes	Debit Card	Store Pickup	Yes	Yes	4	Cash	Weekly
969	1967/08/20	Male	Shorts	Clothing	67	North Carolina	L	Gray	Summer	3.1	Yes	Debit Card	Next Day Air	Yes	Yes	48	Bank Transfer	Quarterly
970	1984/07/27	Male	Coat	Outerwear	31	California	S	Pink	Fall	3.2	Yes	Debit Card	Express	Yes	Yes	37	PayPal	Monthly
971	1979/11/19	Male	Jeans	Clothing	66	California	S	Maroon	Winter	4.4	Yes	PayPal	Free Shipping	Yes	Yes	4	Cash	Monthly
972	1977/07/07	Male	Sunglasses	Accessories	67	Indiana	M	Cyan	Summer	4.3	Yes	Bank Transfer	Next Day Air	Yes	Yes	15	Credit Card	Weekly
973	1963/05/27	Male	Sneakers	Footwear	61	Colorado	L	Gold	Winter	3.0	Yes	Venmo	Standard	Yes	Yes	33	Credit Card	Weekly
974	1964/10/24	Male	Jacket	Outerwear	75	Colorado	M	Teal	Fall	3.5	Yes	Venmo	2-Day Shipping	Yes	Yes	30	Bank Transfer	Quarterly
975	1955/07/05	Male	Skirt	Clothing	90	North Carolina	M	Beige	Spring	3.6	Yes	Credit Card	2-Day Shipping	Yes	Yes	23	Bank Transfer	Monthly
976	1966/02/02	Male	Sweater	Clothing	40	Washington	M	Olive	Summer	3.8	Yes	Bank Transfer	2-Day Shipping	Yes	Yes	2	Bank Transfer	Weekly
977	1990/06/16	Male	T-shirt	Clothing	90	Florida	M	Gray	Fall	3.6	Yes	PayPal	Express	Yes	Yes	50	Credit Card	Every 3 Months
978	2004/05/04	Male	Belt	Accessories	20	Washington	M	Black	Spring	4.6	Yes	Credit Card	Express	Yes	Yes	34	Cash	Bi-Weekly
979	1968/11/11	Male	Gloves	Accessories	40	Colorado	M	Turquoise	Summer	2.5	Yes	Cash	Standard	Yes	Yes	33	Credit Card	Weekly
980	1960/08/17	Male	Hat	Accessories	33	New Hampshire	S	Brown	Fall	3.5	Yes	Venmo	Store Pickup	Yes	Yes	34	Debit Card	Monthly
981	1968/02/15	Male	Boots	Footwear	98	Maryland	S	Magenta	Spring	4.0	Yes	Bank Transfer	Free Shipping	Yes	Yes	39	PayPal	Every 3 Months
982	1997/06/09	Male	Belt	Accessories	42	Maryland	M	Silver	Spring	3.5	Yes	Debit Card	Next Day Air	Yes	Yes	47	Credit Card	Quarterly
983	1989/09/05	Male	Coat	Outerwear	62	Texas	S	Red	Summer	3.2	Yes	Venmo	Standard	Yes	Yes	37	PayPal	Monthly
984	2000/09/05	Male	Hat	Accessories	45	New Mexico	L	Indigo	Winter	3.5	Yes	Credit Card	Free Shipping	Yes	Yes	40	Venmo	Bi-Weekly
985	1998/01/22	Male	Shoes	Footwear	78	Utah	M	Green	Summer	3.4	Yes	Cash	Free Shipping	Yes	Yes	8	Credit Card	Bi-Weekly
986	1992/04/19	Male	Handbag	Accessories	80	West Virginia	M	Gray	Fall	5.0	Yes	Credit Card	Express	Yes	Yes	12	Bank Transfer	Annually
987	1970/09/03	Male	Scarf	Accessories	96	Connecticut	S	Peach	Spring	4.5	Yes	Credit Card	Store Pickup	Yes	Yes	36	Bank Transfer	Monthly
988	1962/10/30	Male	Handbag	Accessories	47	West Virginia	M	Charcoal	Summer	2.8	Yes	PayPal	Express	Yes	Yes	48	PayPal	Weekly
989	1974/08/11	Male	Pants	Clothing	84	Ohio	M	Orange	Winter	4.9	Yes	Venmo	2-Day Shipping	Yes	Yes	47	PayPal	Fortnightly
990	1954/01/24	Male	Shoes	Footwear	31	Texas	M	Beige	Spring	3.1	Yes	Bank Transfer	Store Pickup	Yes	Yes	2	Bank Transfer	Monthly
991	1976/01/27	Male	Sunglasses	Accessories	63	Washington	S	Yellow	Spring	4.8	Yes	PayPal	Store Pickup	Yes	Yes	24	Cash	Weekly
992	2004/06/16	Male	Shorts	Clothing	97	Wisconsin	XL	White	Spring	2.7	Yes	Debit Card	Standard	Yes	Yes	40	Bank Transfer	Bi-Weekly
993	1978/06/06	Male	Jacket	Outerwear	99	Louisiana	M	Gray	Winter	4.6	Yes	Credit Card	Express	Yes	Yes	50	Debit Card	Weekly
994	1973/02/09	Male	Sandals	Footwear	90	Iowa	M	Peach	Winter	4.4	Yes	Cash	Store Pickup	Yes	Yes	25	Cash	Weekly
995	1971/01/25	Male	Shoes	Footwear	68	New York	L	Violet	Fall	3.2	Yes	PayPal	Express	Yes	Yes	20	Debit Card	Monthly
996	1980/08/22	Male	Jewelry	Accessories	80	Idaho	M	Magenta	Spring	3.0	Yes	Venmo	2-Day Shipping	Yes	Yes	10	Venmo	Weekly
997	1995/10/08	Male	Sandals	Footwear	91	Delaware	L	Maroon	Summer	4.9	Yes	Bank Transfer	Standard	Yes	Yes	32	Bank Transfer	Quarterly
998	1960/06/26	Male	Pants	Clothing	30	Kentucky	M	Cyan	Spring	3.6	Yes	Debit Card	Express	Yes	Yes	31	Cash	Fortnightly
999	1973/01/17	Male	Shoes	Footwear	90	Connecticut	M	White	Spring	3.8	Yes	Venmo	Next Day Air	Yes	Yes	48	Bank Transfer	Bi-Weekly
1000	1974/05/09	Male	Socks	Clothing	28	New Mexico	L	Brown	Spring	2.9	Yes	Venmo	Standard	Yes	Yes	23	Debit Card	Monthly
1001	1981/01/19	Male	Socks	Clothing	46	Georgia	M	Red	Winter	3.9	Yes	Credit Card	Express	Yes	Yes	1	Bank Transfer	Bi-Weekly
1002	1963/01/15	Male	Dress	Clothing	60	Washington	M	Orange	Fall	3.6	Yes	Credit Card	Standard	Yes	Yes	4	Debit Card	Fortnightly
1003	1969/03/10	Male	Shoes	Footwear	59	North Dakota	M	White	Spring	3.5	Yes	Credit Card	Store Pickup	Yes	Yes	3	Bank Transfer	Bi-Weekly
1004	1968/03/07	Male	Hat	Accessories	68	Ohio	M	Green	Fall	4.0	Yes	Cash	Store Pickup	Yes	Yes	3	Cash	Bi-Weekly
1005	1991/04/22	Male	Backpack	Accessories	79	Tennessee	M	Black	Summer	4.8	Yes	Cash	2-Day Shipping	Yes	Yes	44	Cash	Annually
1006	1981/11/05	Male	Backpack	Accessories	94	New York	M	Gold	Winter	3.9	Yes	Credit Card	Store Pickup	Yes	Yes	5	Debit Card	Bi-Weekly
1007	2003/05/03	Male	Pants	Clothing	83	Michigan	S	Lavender	Summer	4.5	Yes	Credit Card	Next Day Air	Yes	Yes	50	Venmo	Quarterly
1008	1966/02/24	Male	Gloves	Accessories	62	Georgia	XL	Turquoise	Spring	4.8	Yes	Venmo	Standard	Yes	Yes	2	Credit Card	Annually
1009	1983/06/02	Male	Scarf	Accessories	85	New Mexico	M	Pink	Spring	2.6	Yes	Cash	Store Pickup	Yes	Yes	29	PayPal	Annually
1010	1985/09/06	Male	Hoodie	Clothing	30	Louisiana	M	Silver	Summer	3.1	Yes	Bank Transfer	Express	Yes	Yes	11	Venmo	Annually
1011	1970/11/11	Male	Jeans	Clothing	24	South Dakota	XL	Gray	Spring	4.7	Yes	PayPal	2-Day Shipping	Yes	Yes	37	Credit Card	Fortnightly
1012	1981/08/01	Male	Backpack	Accessories	25	Montana	L	Indigo	Spring	2.9	Yes	PayPal	Next Day Air	Yes	Yes	32	Debit Card	Fortnightly
1013	1996/07/13	Male	Sandals	Footwear	37	New Mexico	L	Teal	Summer	3.8	Yes	Cash	Express	Yes	Yes	27	Credit Card	Annually
1014	1965/11/08	Male	Belt	Accessories	69	South Carolina	XL	Green	Summer	3.8	Yes	Bank Transfer	2-Day Shipping	Yes	Yes	31	Venmo	Bi-Weekly
1015	1996/08/24	Male	Shoes	Footwear	97	Ohio	M	Violet	Summer	3.0	Yes	Bank Transfer	Standard	Yes	Yes	36	Debit Card	Fortnightly
1016	1956/06/25	Male	Gloves	Accessories	24	North Carolina	M	Cyan	Summer	4.1	Yes	Debit Card	Standard	Yes	Yes	34	Cash	Weekly
1017	2004/11/18	Male	Belt	Accessories	30	Idaho	XL	Blue	Summer	3.4	Yes	Cash	Express	Yes	Yes	15	Bank Transfer	Every 3 Months
1018	2003/06/09	Male	Jacket	Outerwear	53	Oklahoma	L	Orange	Fall	2.5	Yes	Cash	Express	Yes	Yes	14	Credit Card	Annually
1019	1974/11/05	Male	Dress	Clothing	70	Georgia	XL	Charcoal	Spring	4.9	Yes	Credit Card	Next Day Air	Yes	Yes	46	Cash	Weekly
1020	1992/03/27	Male	Shirt	Clothing	76	Kentucky	S	Beige	Winter	2.8	Yes	Debit Card	Standard	Yes	Yes	33	Venmo	Bi-Weekly
1021	2000/01/07	Male	Scarf	Accessories	95	Delaware	M	Black	Fall	4.5	Yes	Bank Transfer	Express	Yes	Yes	41	Debit Card	Annually
1022	1969/02/03	Male	Coat	Outerwear	51	Massachusetts	S	Lavender	Winter	4.9	Yes	Credit Card	2-Day Shipping	Yes	Yes	39	PayPal	Weekly
1023	1963/03/11	Male	Handbag	Accessories	41	Nebraska	M	Lavender	Winter	4.9	Yes	Cash	Store Pickup	Yes	Yes	7	Cash	Annually
1024	1963/06/26	Male	Sunglasses	Accessories	71	Maine	S	Turquoise	Winter	3.5	Yes	Bank Transfer	Free Shipping	Yes	Yes	29	Bank Transfer	Every 3 Months
1025	1996/07/18	Male	T-shirt	Clothing	66	Pennsylvania	M	Purple	Summer	3.5	Yes	Debit Card	Free Shipping	Yes	Yes	18	Venmo	Quarterly
1026	1964/06/03	Male	Shirt	Clothing	84	Nebraska	M	Olive	Winter	4.9	Yes	Bank Transfer	Free Shipping	Yes	Yes	15	Credit Card	Annually
1027	1975/05/23	Male	Handbag	Accessories	95	Virginia	L	Turquoise	Winter	3.0	Yes	Venmo	Express	Yes	Yes	39	PayPal	Bi-Weekly
1028	1991/09/25	Male	Jewelry	Accessories	90	Ohio	L	Teal	Summer	2.8	Yes	Cash	Next Day Air	Yes	Yes	11	Cash	Monthly
1029	1979/10/24	Male	Hoodie	Clothing	36	Nebraska	S	Lavender	Summer	3.7	Yes	Venmo	Standard	Yes	Yes	4	Cash	Fortnightly
1030	1995/05/08	Male	Gloves	Accessories	22	Ohio	M	Purple	Spring	3.6	Yes	Credit Card	2-Day Shipping	Yes	Yes	33	Venmo	Bi-Weekly
1031	1966/09/24	Male	Coat	Outerwear	89	Kentucky	L	Blue	Winter	3.3	Yes	Credit Card	Next Day Air	Yes	Yes	37	Debit Card	Quarterly
1032	2002/06/13	Male	Sandals	Footwear	50	Tennessee	M	Teal	Spring	3.4	Yes	Cash	Free Shipping	Yes	Yes	32	Cash	Quarterly
1033	1969/06/19	Male	Boots	Footwear	36	Maine	M	Lavender	Fall	4.0	Yes	Bank Transfer	Free Shipping	Yes	Yes	44	Credit Card	Quarterly
1034	2005/01/04	Male	Pants	Clothing	52	Montana	S	Silver	Spring	4.6	Yes	Credit Card	Free Shipping	Yes	Yes	41	Bank Transfer	Quarterly
1035	1956/11/29	Male	Socks	Clothing	29	Maryland	M	Olive	Fall	4.2	Yes	Venmo	Next Day Air	Yes	Yes	44	Bank Transfer	Weekly
1036	1963/12/12	Male	Blouse	Clothing	89	Georgia	M	Brown	Fall	2.8	Yes	Venmo	Express	Yes	Yes	32	Venmo	Annually
1037	1956/11/16	Male	Handbag	Accessories	47	Hawaii	M	Yellow	Fall	3.7	Yes	Credit Card	2-Day Shipping	Yes	Yes	13	Bank Transfer	Monthly
1038	1972/06/22	Male	Jewelry	Accessories	25	Rhode Island	XL	Brown	Spring	3.4	Yes	Bank Transfer	Standard	Yes	Yes	48	Debit Card	Quarterly
1039	1983/09/30	Male	Pants	Clothing	74	Nebraska	XL	Cyan	Fall	3.0	Yes	Bank Transfer	Express	Yes	Yes	3	Bank Transfer	Weekly
1040	1995/02/21	Male	Belt	Accessories	46	Michigan	M	Magenta	Fall	4.8	Yes	PayPal	Standard	Yes	Yes	39	Venmo	Monthly
1041	1956/04/30	Male	Jeans	Clothing	22	North Carolina	S	Magenta	Fall	4.0	Yes	Venmo	Next Day Air	Yes	Yes	7	Cash	Fortnightly
1042	1988/06/03	Male	Shirt	Clothing	25	Minnesota	M	Orange	Summer	4.9	Yes	Venmo	Next Day Air	Yes	Yes	11	Cash	Fortnightly
1043	1969/12/14	Male	Belt	Accessories	80	Maryland	M	Maroon	Spring	4.9	Yes	Venmo	Next Day Air	Yes	Yes	47	Credit Card	Weekly
1044	1996/12/08	Male	Jeans	Clothing	76	Hawaii	M	Green	Spring	3.3	Yes	Bank Transfer	2-Day Shipping	Yes	Yes	28	Debit Card	Fortnightly
1045	1985/04/12	Male	Jeans	Clothing	30	Oregon	L	Teal	Summer	4.4	Yes	Credit Card	Next Day Air	Yes	Yes	17	Bank Transfer	Every 3 Months
1046	1970/01/23	Male	Sweater	Clothing	79	New Mexico	L	Black	Fall	3.5	Yes	Cash	2-Day Shipping	Yes	Yes	11	PayPal	Bi-Weekly
1047	1984/01/11	Male	Sneakers	Footwear	22	Illinois	M	Magenta	Winter	4.2	Yes	Credit Card	Standard	Yes	Yes	12	Venmo	Annually
1048	1993/06/30	Male	Socks	Clothing	36	Utah	S	Olive	Fall	4.2	Yes	Debit Card	Standard	Yes	Yes	7	Credit Card	Fortnightly
1049	1994/07/08	Male	Socks	Clothing	77	Maine	L	Yellow	Fall	2.7	Yes	Cash	Standard	Yes	Yes	19	Venmo	Fortnightly
1050	1979/11/24	Male	Sunglasses	Accessories	33	Virginia	S	Purple	Fall	2.8	Yes	Credit Card	Store Pickup	Yes	Yes	24	Cash	Quarterly
1051	1976/05/04	Male	Sneakers	Footwear	64	Florida	M	Beige	Winter	3.8	Yes	Credit Card	Next Day Air	Yes	Yes	19	Venmo	Monthly
1052	1979/12/24	Male	Socks	Clothing	53	Ohio	M	Indigo	Fall	2.6	Yes	PayPal	Free Shipping	Yes	Yes	39	PayPal	Annually
1053	1964/09/03	Male	Shoes	Footwear	36	Virginia	XL	Pink	Fall	3.0	Yes	Venmo	2-Day Shipping	Yes	Yes	1	Credit Card	Fortnightly
1054	1965/07/31	Male	Blouse	Clothing	70	Kansas	M	Blue	Spring	3.3	No	Cash	2-Day Shipping	Yes	Yes	10	Debit Card	Bi-Weekly
1055	2006/09/23	Male	Shorts	Clothing	96	Arkansas	L	Cyan	Winter	4.9	No	Debit Card	Express	Yes	Yes	48	PayPal	Quarterly
1056	1954/05/24	Male	Jacket	Outerwear	27	Massachusetts	M	Orange	Spring	3.3	No	PayPal	Next Day Air	Yes	Yes	24	Debit Card	Annually
1057	2004/06/08	Male	Sweater	Clothing	64	Idaho	L	Black	Winter	2.9	No	Debit Card	2-Day Shipping	Yes	Yes	42	Venmo	Fortnightly
1058	1959/03/30	Male	Jacket	Outerwear	23	Wisconsin	S	Maroon	Spring	4.4	No	Bank Transfer	2-Day Shipping	Yes	Yes	20	Credit Card	Weekly
1059	1995/07/27	Male	Scarf	Accessories	33	New Mexico	L	Violet	Summer	3.1	No	Credit Card	Next Day Air	Yes	Yes	49	Bank Transfer	Every 3 Months
1060	2002/11/25	Male	Jacket	Outerwear	34	North Carolina	M	Beige	Winter	2.5	No	Venmo	Standard	Yes	Yes	25	Debit Card	Monthly
1061	1997/05/21	Male	Sweater	Clothing	35	Iowa	S	Gray	Summer	2.6	No	PayPal	Next Day Air	Yes	Yes	21	Debit Card	Every 3 Months
1062	1988/07/04	Male	Coat	Outerwear	62	Idaho	M	Gray	Summer	4.4	No	Debit Card	Free Shipping	Yes	Yes	12	Venmo	Every 3 Months
1063	1965/09/12	Male	Boots	Footwear	75	Ohio	M	Brown	Fall	2.6	No	Venmo	Next Day Air	Yes	Yes	21	Debit Card	Every 3 Months
1064	1962/12/11	Male	Hoodie	Clothing	29	Alabama	S	Indigo	Summer	3.3	No	Bank Transfer	Free Shipping	Yes	Yes	35	Cash	Monthly
1065	1990/04/27	Male	Hat	Accessories	28	Wyoming	M	Violet	Spring	3.5	No	Debit Card	Express	Yes	Yes	42	Credit Card	Every 3 Months
1066	1965/03/26	Male	T-shirt	Clothing	20	Alabama	XL	Blue	Spring	4.1	No	Cash	Store Pickup	Yes	Yes	3	PayPal	Every 3 Months
1067	1975/08/29	Male	Coat	Outerwear	96	Mississippi	M	Red	Winter	4.0	No	Credit Card	Store Pickup	Yes	Yes	11	PayPal	Bi-Weekly
1068	2006/06/29	Male	Dress	Clothing	43	Pennsylvania	S	Peach	Summer	2.7	No	Venmo	2-Day Shipping	Yes	Yes	22	PayPal	Quarterly
1069	1969/05/27	Male	Shirt	Clothing	94	Wyoming	M	Olive	Fall	2.5	No	Bank Transfer	Standard	Yes	Yes	47	Credit Card	Weekly
1070	1986/09/05	Male	Skirt	Clothing	81	Maryland	XL	White	Fall	4.3	No	Credit Card	Next Day Air	Yes	Yes	33	Venmo	Every 3 Months
1071	1974/03/31	Male	Jewelry	Accessories	75	North Carolina	M	Magenta	Summer	3.3	No	Venmo	Free Shipping	Yes	Yes	50	Debit Card	Weekly
1072	1963/02/24	Male	Hat	Accessories	81	Pennsylvania	M	Beige	Summer	2.6	No	Cash	Express	Yes	Yes	46	Credit Card	Monthly
1073	1976/07/18	Male	Shorts	Clothing	92	Idaho	L	Gold	Fall	3.5	No	Bank Transfer	Express	Yes	Yes	34	Debit Card	Fortnightly
1074	2002/06/06	Male	Scarf	Accessories	96	California	XL	Purple	Spring	4.0	No	Cash	Store Pickup	Yes	Yes	33	Credit Card	Monthly
1075	1976/01/24	Male	Jewelry	Accessories	71	Tennessee	S	White	Fall	2.6	No	PayPal	Standard	Yes	Yes	45	Bank Transfer	Fortnightly
1076	1967/07/14	Male	Sunglasses	Accessories	50	Missouri	L	Indigo	Summer	4.9	No	Debit Card	Next Day Air	Yes	Yes	32	Debit Card	Bi-Weekly
1077	1991/03/20	Male	Coat	Outerwear	72	North Dakota	L	Charcoal	Spring	2.9	No	Bank Transfer	Standard	Yes	Yes	47	Venmo	Bi-Weekly
1078	1966/01/26	Male	Jacket	Outerwear	28	West Virginia	M	Pink	Winter	3.7	No	Cash	Standard	Yes	Yes	5	PayPal	Quarterly
1079	1987/11/13	M	Sweater	Clothing	59	Arizona	M	Silver	Fall	4.4	No	Cash	Express	Yes	Yes	49	Credit Card	Fortnightly
1080	2006/12/26	Male	Coat	Outerwear	33	Oklahoma	S	Blue	Summer	4.4	No	Bank Transfer	Free Shipping	Yes	Yes	48	Bank Transfer	Monthly
1081	1959/09/21	Male	Scarf	Accessories	59	Pennsylvania	L	Blue	Fall	3.8	No	Bank Transfer	Express	Yes	Yes	22	Cash	Every 3 Months
1082	1962/05/23	Male	Belt	Accessories	30	Idaho	XL	Brown	Spring	4.5	No	Cash	Standard	Yes	Yes	45	Credit Card	Annually
1083	1970/01/30	Male	Hat	Accessories	85	South Carolina	XL	Cyan	Winter	2.6	No	PayPal	Next Day Air	Yes	Yes	30	Venmo	Quarterly
1084	1989/06/26	Male	Backpack	Accessories	97	Washington	L	Teal	Summer	3.3	No	Credit Card	Store Pickup	Yes	Yes	43	Cash	Weekly
1085	1990/09/10	Male	T-shirt	Clothing	36	Arkansas	S	Purple	Fall	4.1	No	Credit Card	Next Day Air	Yes	Yes	48	Cash	Quarterly
1086	1999/09/12	Male	Jewelry	Accessories	85	Utah	M	Turquoise	Winter	3.0	No	PayPal	Store Pickup	Yes	Yes	23	Venmo	Fortnightly
1087	1971/03/04	Male	Sunglasses	Accessories	62	Alaska	M	Olive	Winter	3.0	No	PayPal	Free Shipping	Yes	Yes	27	PayPal	Bi-Weekly
1088	1979/12/10	Male	Jeans	Clothing	71	West Virginia	S	White	Winter	3.4	No	PayPal	Next Day Air	Yes	Yes	7	Bank Transfer	Monthly
